NodeID5,Question,NodeID6,Groundtruth
fa0111,"In the field of Food Safety, I've addressed an issue concerning the FSIS Guideline on substantiating animal-raising or environment-related labeling claims. I've completed the step of defining the meaning of claims such as ""Humanely Raised,"" ""Raised with Care,"" or ""Ethically Raised,"" and provided detailed information for their substantiation. What should I do next?",fa0112,Provide Supporting Documentation
fa0112,"In the food safety field, I encountered an issue concerning the FSIS Guideline on substantiating animal-raising or environment-related labeling claims. I have provided descriptions of animal care, obtained signed statements on practices, outlined segregation methods, and included third-party certification where applicable. What should I do next?",fa0113,Obtain Third-Party Certification
fa0113,"In the field of Food Safety, I've been working on an issue related to the FSIS Guideline for substantiating animal-raising or environment-related labeling claims. I've completed the step of using third-party certification to verify these claims, ensuring the certifier's name, website, and logo are included on the label. What should I do next?",fa010,End
fa0121,"In the field of Food Safety, I encountered a challenge with the FSIS Guideline on substantiating animal-raising or environment-related labeling claims. I have completed specifying the breed (e.g., Angus, Wagyu, Berkshire) and its unique traits. What should I do next?",fa0112,Provide Supporting Documentation
fa0112,"In the field of Food Safety, I encountered an issue related to the FSIS Guideline on Substantiating Animal-Raising or Environment-Related Labeling Claims. I have already completed the steps for including breed-specific verification records, product tracing mechanisms, and segregation methods. What should I do next?",fa0123,Verify with Breed Organization or AMS
fa0123,"In the Food Safety field, I've come across an issue regarding the FSIS Guideline on substantiating animal-raising or environment-related labeling claims. I've already completed the USDA Process Verified Programs or obtained a similar breed organization certification. What should I do next?",fa010,End
fa0131,"In the field of Food Safety, I faced an issue concerning the FSIS Guideline on Substantiating Animal-Raising or Environment-Related Labeling Claims. I have already established claims like ""Grass Fed,"" ""Grain Fed,"" and ""Vegetarian Fed,"" and provided details on feed practices. What steps should I take next?",fa0112,Provide Supporting Documentation
fa0112,"In the Food Safety field, I've encountered a problem related to the FSIS Guideline on Substantiating Animal-Raising or Environment-Related Labeling Claims. I've completed the steps involving signed statements, product tracing mechanisms, and diet-specific management practices. What should I do next?",fa0133,Validate Diet Practices
fa0133,"In the field of Food Safety, I encountered an issue related to the FSIS Guideline on substantiating animal-raising or environment-related labeling claims. I have already completed the step of providing proof that any deviations (such as supplementation during adverse conditions) are exceptions and not routine. What should I do next?",fa0113,Obtain Third-Party Certification
fa0113,I've come across an issue with the FSIS Guideline on substantiating animal-raising or environment-related labeling claims in the food safety field. I've already verified the claims through third-party certification. What should I do next?,fa010,End
fa0141,"In the field of food safety, I encountered a problem related to the FSIS Guideline on substantiating animal-raising or environment-related labeling claims. I have completed establishing claims like ""Free Range,"" ""Cage Free,"" or ""Pasture Raised"" and have described the associated standards. What should I do next?",fa0112,Provide Supporting Documentation
fa0112,"In the Food Safety field, I encountered an issue with the FSIS Guideline on substantiating animal-raising or environment-related labeling claims. I've already implemented segregation and tracing mechanisms and provided additional substantiation, such as ensuring continuous outdoor access for free-range claims. What should I do next?",fa0113,Obtain Third-Party Certification
fa0113,"In the Food Safety field, I've been dealing with a problem related to the FSIS Guideline on Substantiating Animal-Raising or Environment-Related Labeling Claims. I've already used third-party certification to substantiate these claims. What should I do next?",fa010,End
fa0151,"In the field of Food Safety, I faced an issue with the FSIS Guideline on substantiating animal-raising or environment-related labeling claims. I've clarified terms like ""Raised Without Antibiotics"" and ""No Antibiotics Ever"" and ensured these claims are substantiated from birth to slaughter. What should I do next?",fa0112,Provide Supporting Documentation
fa0112,"In the field of Food Safety, I encountered an issue regarding the FSIS Guideline on Substantiating Animal-Raising or Environment-Related Labeling Claims. I have already included descriptions of management practices, sampling programs, and segregation of treated animals. What should I do next?",fa0113,Obtain Third-Party Certification
