NodeID5,Question,NodeID6,Groundtruth
fa0111,"I encountered an issue with the FSIS Guideline on Substantiating Animal-Raising or Environment-Related Labeling Claims. I've already established the meaning of claims like ""Humanely Raised,"" ""Raised with Care,"" or ""Ethically Raised"" and provided detailed substantiation information. What should I do next?",fa0112,Provide Supporting Documentation
fa0112,"I've encountered an issue with the FSIS Guideline on substantiating animal-raising or environment-related labeling claims. I've already included descriptions of animal care, signed statements regarding practices, segregation methods, and third-party certification if applicable. What should I do next?",fa0113,Obtain Third-Party Certification
fa0113,"I've encountered an issue with the FSIS Guideline on substantiating animal-raising or environment-related labeling claims. I've already used third-party certification to verify the claims and included the certifier's name, website, and logo on the label. What should I do next?",fa010,End
fa0121,"I've encountered an issue with the FSIS Guideline on Substantiating Animal-Raising or Environment-Related Labeling Claims. I've already specified the breed (e.g., Angus, Wagyu, Berkshire) and its unique traits. What should I do next?",fa0112,Provide Supporting Documentation
fa0112,"I encountered an issue with the FSIS Guideline on substantiating animal-raising or environment-related labeling claims. I've already completed the breed-specific verification records, product tracing mechanisms, and segregation methods. What should I do next?",fa0123,Verify with Breed Organization or AMS
fa0123,I encountered an issue with the FSIS Guideline on substantiating animal-raising or environment-related labeling claims. I've already completed the USDA Process Verified Program or obtained a similar certification from a breed organization. What should I do next?,fa010,End
fa0131,"I've encountered an issue with the FSIS Guideline on substantiating animal-raising or environment-related labeling claims. I've already established claims such as ""Grass Fed,"" ""Grain Fed,"" or ""Vegetarian Fed"" and provided details on feed practices. What should I do next?",fa0112,Provide Supporting Documentation
fa0112,"I encountered an issue with the FSIS Guideline on Substantiating Animal-Raising or Environment-Related Labeling Claims. I've already included signed statements, product tracing mechanisms, and diet-specific management practices. What should I do next?",fa0133,Validate Diet Practices
fa0133,"I encountered an issue with the FSIS Guideline on Substantiating Animal-Raising or Environment-Related Labeling Claims. I've already addressed deviations, such as supplementation during adverse conditions, by providing proof that these are exceptions and not routine. What should I do next?",fa0113,Obtain Third-Party Certification
fa0113,I've encountered a problem with the FSIS Guideline on substantiating animal-raising or environment-related labeling claims. I've already verified the claims through third-party certification. What should I do next?,fa010,End
fa0141,"I encountered a problem with the FSIS Guideline on Substantiating Animal-Raising or Environment-Related Labeling Claims. I have completed establishing claims like ""Free Range,"" ""Cage Free,"" or ""Pasture Raised"" and described the associated standards. What should I do next?",fa0112,Provide Supporting Documentation
fa0112,"I've encountered an issue with the FSIS Guideline on substantiating animal-raising or environment-related labeling claims. I've already included segregation and tracing mechanisms, along with additional substantiation like continuous outdoor access for free-range claims. What should I do next?",fa0113,Obtain Third-Party Certification
fa0113,I encountered an issue with the FSIS Guideline on substantiating animal-raising or environment-related labeling claims. I've already used third-party certification to support my claims. What should I do next?,fa010,End
fa0151,"I encountered an issue with the FSIS Guideline on substantiating animal-raising or environment-related labeling claims. I've clarified terms like ""Raised Without Antibiotics"" or ""No Antibiotics Ever"" and ensured the claims are substantiated from birth to slaughter. What should I do next?",fa0112,Provide Supporting Documentation
fa0112,"I've encountered a problem regarding the FSIS Guideline on substantiating animal-raising or environment-related labeling claims. I've already included descriptions of management practices, sampling programs, and segregation of treated animals. What should I do next?",fa0113,Obtain Third-Party Certification
fa0113,I encountered a problem with the FSIS Guideline on Substantiating Animal-Raising or Environment-Related Labeling Claims. I've already verified the claims through routine sampling or certification. What should I do next?,fa010,End
fa0161,"I encountered a problem with the FSIS Guideline on substantiating animal-raising or environment-related labeling claims. I have completed establishing claims like ""Sustainably Farmed"" or ""Carbon Neutral"" with supporting environmental data or studies. What should I do next?",fa0112,Provide Supporting Documentation
fa0112,"I've completed the tracing mechanisms, segregation methods, and substantiation of environmental impact claims related to the FSIS Guideline on Substantiating Animal-Raising or Environment-Related Labeling Claims. What should I do next?",fa0113,Obtain Third-Party Certification
fa0113,I encountered an issue with the FSIS Guideline on Substantiating Animal-Raising or Environment-Related Labeling Claims. I've already verified the claims through an independent certifying organization. What should I do next?,fa010,End
fa0211,"""I encountered a problem related to the FSIS Guideline for Residue Prevention. I have already used the FSIS Residue Repeat Violators List (RRVL) to check for historical residue violations associated with producers before purchasing livestock. What should I do next?""",fa0212,Purchase Animals Free of Violative Residues
fa0212,I've encountered an issue concerning the FSIS Guideline for Residue Prevention. I've already started buying animals from producers known for providing residue-free animals and having effective residue prevention programs. What should I do next?,fa0213,Ensure Animal Identification
fa0213,"I've completed the task of maintaining sufficient animal identification, like ear tags or tattoos, for traceability back to the producer. What should I do next according to the FSIS Guideline for Residue Prevention?",fa0214,Provide Producer Information to FSIS
fa0214,I've encountered a problem related to the FSIS Guideline for Residue Prevention. I've already provided detailed producer information during the ante-mortem inspection to help prevent issues with residue testing. What should I do next?,fa0215,Notify Producers of Detected Residues
fa0215,"I encountered an issue related to the FSIS Guideline for Residue Prevention. I have already informed producers in writing about any detected residues, including violations or high levels of non-violative residues. What should I do next?",fa020,End
fa0221,"I've encountered an issue regarding the FSIS Guideline for Residue Prevention. I've already gathered documentation, such as audits, treatment records, and certifications, to demonstrate why a residue hazard is not reasonably likely to occur. What steps should I take next?",fa0222,Establish a Critical Control Point (CCP)
fa0222,"I'm dealing with an issue related to the FSIS Guideline for Residue Prevention. I've already included a CCP for residue control, such as residue testing or documentation reviews. What should I do next?",fa0223,Perform Residue Testing
fa0223,I've finished using residue testing methods both before and after slaughter to ensure hazards are controlled. What should I do next regarding the FSIS Guideline for Residue Prevention?,fa0224,Apply Corrective Actions for Violative Residues
fa0224,I encountered a problem related to the FSIS Guideline for Residue Prevention. I have completed the reassessment of HACCP plans and adjusted procedures following a residue violation. What should I do next?,fa020,End
fa0231,"I've encountered an issue with the FSIS Guideline for Residue Prevention. I've already selected a residue testing method based on the compounds detected, the frequency of testing, and historical data. What should I do next?",fa0232,Conduct Validation and Ongoing Verification
fa0232,I've encountered an issue with the FSIS Guideline for Residue Prevention. I've already validated and verified the testing methods for accuracy and reliability. What should I do next?,fa0233,Implement Live or Post-Mortem Testing
fa0233,"I encountered a problem related to the FSIS Guideline for Residue Prevention. I have completed residue testing on live animals or carcasses using various biological samples (e.g., blood, urine, tissue). What should I do next?",fa020,End
