NodeID5,Question,NodeID6,Groundtruth
fa0111,I've finished defining Animal Welfare Claims while working on them. What should I do next?,fa0112,Provide Supporting Documentation
fa0112,I've finished providing supporting documentation for Animal Welfare Claims. What should I do next?,fa0113,Obtain Third-Party Certification
fa0113,I've finished obtaining third-party certification for Animal Welfare Claims. What should I do next?,fa010,End
fa0121,I've finished defining breed claims while working on them. What should I do next?,fa0112,Provide Supporting Documentation
fa0112,I've finished providing the supporting documentation for the Breed Claims. What should I do next?,fa0123,Verify with Breed Organization or AMS
fa0123,I have completed the verification with the Breed Organization or AMS for the Breed Claims. What should I do next?,fa010,End
fa0131,I've finished defining Diet Claims. What should I do next?,fa0112,Provide Supporting Documentation
fa0112,I've finished providing supporting documentation for the Diet Claims project. What should I do next?,fa0133,Validate Diet Practices
fa0133,I've finished working on Validate Diet Practices as part of the Diet Claims project. What should I do next?,fa0113,Obtain Third-Party Certification
fa0113,I've finished obtaining third-party certification for the Diet Claims project. What should I do next?,fa010,End
fa0141,I've finished defining Living Conditions Claims while working on Living or Raising Conditions Claims. What should I do next?,fa0112,Provide Supporting Documentation
fa0112,I've finished providing the supporting documentation for Living or Raising Conditions Claims. What should I do next?,fa0113,Obtain Third-Party Certification
fa0113,I've finished obtaining third-party certification for Living or Raising Conditions Claims. What should I do next?,fa010,End
fa0151,I've completed the task of defining Negative Antibiotics Use Claims. What should I do next?,fa0112,Provide Supporting Documentation
fa0112,I've finished providing supporting documentation for the Negative Antibiotics Use Claims. What should I do next?,fa0113,Obtain Third-Party Certification
fa0113,I've completed the step of obtaining third-party certification for the negative antibiotics use claims. What should I do next?,fa010,End
fa0161,I've completed the task of defining environment-related claims. What should I do next?,fa0112,Provide Supporting Documentation
fa0112,I've finished providing supporting documentation for environment-related claims. What should I do next?,fa0113,Obtain Third-Party Certification
fa0113,I've completed obtaining third-party certification for environment-related claims. What should I do next?,fa010,End
fa0211,I've completed the step for confirming producer history in the Livestock and Poultry Residue Prevention Workflow. What should I do next?,fa0212,Purchase Animals Free of Violative Residues
fa0212,I've finished the task of purchasing animals free of violative residues for the Livestock and Poultry Residue Prevention Workflow. What should I do next?,fa0213,Ensure Animal Identification
fa0213,I've completed the task of ensuring animal identification in the Livestock and Poultry Residue Prevention Workflow. What should I focus on next?,fa0214,Provide Producer Information to FSIS
fa0214,"I've completed the ""Provide Producer Information to FSIS"" task in the Livestock and Poultry Residue Prevention Workflow. What should I work on next?",fa0215,Notify Producers of Detected Residues
fa0215,I've completed the task of notifying producers about detected residues in the Livestock and Poultry Residue Prevention Workflow. What should I do next?,fa020,End
fa0221,I've finished obtaining supporting documentation for HACCP System Controls regarding historic residue violations. What steps should I take next?,fa0222,Establish a Critical Control Point (CCP)
fa0222,I have completed establishing a Critical Control Point (CCP) for the HACCP System Controls addressing historic residue violations. What should I do next?,fa0223,Perform Residue Testing
fa0223,I've completed the residue testing for the HACCP System Controls regarding historic violations. What should I do next?,fa0224,Apply Corrective Actions for Violative Residues
fa0224,I've completed applying corrective actions for violative residues as part of the HACCP system controls for historic residue violations. What should I do next?,fa020,End
fa0231,I've completed the step of identifying residue testing methodology while working on residue testing considerations. What should I do next?,fa0232,Conduct Validation and Ongoing Verification
fa0232,I've completed the Conduct Validation and Ongoing Verification steps for Residue Testing Considerations. What should I do next?,fa0233,Implement Live or Post-Mortem Testing
fa0233,"""I've finished the 'Implement Live or Post-Mortem Testing' task under Residue Testing Considerations. What should I do next?""",fa020,End
fa0241,I've completed the Perform Residue Screening in the NSIS Sorting Procedures. What should I do next?,fa0242,Dispose of Animals with Violative Residues
fa0242,"Having completed the task on disposing of animals with violative residues in the NSIS sorting procedures, what should my next step be?",fa0243,Document Residue Testing Results
fa0243,I've completed the Document Residue Testing Results while working on the NSIS Sorting Procedures. What should I do next?,fa020,End
fa0311,I have completed the classroom training for Poultry Sorting and Inspection. What should my next step be?,fa0312,Implement Wet Lab Training
fa0312,I've completed the wet lab training for poultry sorting and inspection. What should I do next?,fa0313,Perform On-the-Job Training
fa0313,I've completed my on-the-job training in Poultry Sorting and Inspection. What should I do next?,fa0314,Monitor Sorting Performance
fa0314,"Having completed the task of monitoring sorting performance in Poultry Sorting and Inspection, what should be my next step?",fa0315,Carcass Disposition Decision
fa0315,I've finished the Carcass Disposition Decision for Poultry Sorting and Inspection. What should I do next?,fa030,End
fa0321,I've finished identifying disease conditions while working on Disease Condition Evaluation. What should I do next?,fa0322,Localized Trimming for Tumors
fa0322,I've finished the localized trimming for tumors in my work on disease condition evaluation. What should I do next?,fa0323,Generalized Disease Disposal
fa0323,I've completed the Generalized Disease Disposal phase of the Disease Condition Evaluation. What should I do next?,fa0324,Train Inspectors for Disease Identification
fa0324,I've finished training inspectors for disease identification as part of my work on Disease Condition Evaluation. What should I do next?,fa030,End
fa0331,I've finished implementing the sorting procedures for meat quality control. What should I focus on next?,fa0332,Localized Condition Handling
fa0332,I've finished handling localized conditions for Meat Quality Control. What should I work on next?,fa0323,Generalized Disease Disposal
fa0323,I've completed the Generalized Disease Disposal task while working on Meat Quality Control. What should I do next?,fa0315,Carcass Disposition Decision
fa0315,I've finished the Carcass Disposition Decision as part of Meat Quality Control. What should I do next?,fa030,End
fa0411,"""I've finished identifying products eligible for donation in the 'Donating Meat, Poultry, and Egg Products' project. What should I do next?""",fa0412,Verify Product Condition
fa0412,"I've finished verifying the product condition for donating meat, poultry, and egg products. What should I do next?",fa0413,Label Products for Donation
fa0413,"I've finished labeling the products for donation under the Donating Meat, Poultry, and Egg Products project. What should I do next?",fa0414,Ship Products Safely
fa0414,"I've finished working on the ""Ship Products Safely"" section of ""Donating Meat, Poultry, and Egg Products."" What should I do next?",fa040,End
fa0412,I have finished verifying the condition of the donated products. What should I do next?,fa0422,Repackage and Label Products
fa0422,"""I've finished repackaging and labeling the donated products. What should I do next?""",fa0414,Ship Products Safely
fa0414,"After completing the task of shipping products safely while working on receiving donated products, what should I do next?",fa0424,Distribute to Consumers
fa0424,I've finished distributing to consumers while working on receiving donated products. What should I do next?,fa040,End
fa0431,I have finished understanding liability protection for donated products while working on managing liability. What should I focus on next?,fa0432,Ensure Good Faith Compliance
fa0432,I've finished working on the section about ensuring good faith compliance in managing liability for donated products. What should I focus on next?,fa0433,Educate Donors and Recipients
fa0433,I've finished working on the section about educating donors and recipients for the Managing Liability for Donated Products project. What should I focus on next?,fa040,End
fa0511,"Having completed the Purpose Statement for the Retained Water Protocol Development, what should be my next step?",fa0512,Describe Washing and Chilling Systems
fa0512,I've completed the task of describing washing and chilling systems for the Retained Water Protocol Development. What should I do next?,fa0513,Detail Chiller System Configurations
fa0513,I've finished detailing the chiller system configurations for the Retained Water Protocol Development. What should I work on next?,fa0514,Identify Variable Factors in the Chilling System
fa0514,I have completed identifying variable factors in the chilling system while working on the Retained Water Protocol Development. What should I do next?,fa0515,Set Standards for Chilling Systems
fa0515,I've finished setting the standards for chilling systems as part of the Retained Water Protocol Development. What should I focus on next?,fa0516,Implement Testing Methods
fa0516,I've completed the implementation of testing methods for the Retained Water Protocol Development project. What should I do next?,fa0517,Evaluate Results and Report Data
fa0517,I've completed the evaluation of the results and the data reporting for the Retained Water Protocol Development. What should my next steps be?,fa050,End
fa0511,I've completed the Purpose Statement for the Water Retention Process Control project. What should I do next?,fa0522,Maintain Process Control
fa0522,I have finished maintaining the process control for the water retention project. What should I do next?,fa0523,Maintain Process Control
fa0523,I've finished maintaining the process control for the water retention process. What should my next step be?,fa0516,Implement Testing Methods
fa0516,I've completed the implementation of testing methods for the Water Retention Process Control. What should I do next?,fa050,End
fa0531,I've finished creating accurate retained water statements for the labeling project. What should I do next?,fa0532,Distinguish Multi-Ingredient Products
fa0532,I have finished distinguishing multi-ingredient products while working on labeling retained water products. What should I do next?,fa0533,Address Special Labeling Scenarios
fa0533,I've finished handling the special labeling scenarios for retained water products. What should I do next?,fa050,End
fa0611,I've completed the classroom training for the Carcass Sorting Program. What should I do next?,fa0612,Wet Lab Training
fa0612,I've finished the Wet Lab Training for the Carcass Sorting Program. What should I do next?,fa0613,On-the-Job Training
fa0613,"Having completed the on-the-job training for the Carcass Sorting Program, what should my next steps be?",fa0614,Follow-Up Sessions
