NodeID5,Question,NodeID6,Groundtruth
fa0111,I've completed defining Animal Welfare Claims while working on them. What should I do next?,fa0112,Provide Supporting Documentation
fa0112,I've completed the task of providing supporting documentation for Animal Welfare Claims. What should I do next?,fa0113,Obtain Third-Party Certification
fa0113,I've finished obtaining third-party certification for Animal Welfare Claims. What should I do next?,fa010,End
fa0121,I've finished defining the breed claims. What should I do next?,fa0112,Provide Supporting Documentation
fa0112,I've finished providing the supporting documentation for Breed Claims. What should I do next?,fa0123,Verify with Breed Organization or AMS
fa0123,I've finished verifying with the Breed Organization or AMS for Breed Claims. What should I do next?,fa010,End
fa0131,I've finished defining diet claims while working on them. What should I do next?,fa0112,Provide Supporting Documentation
fa0112,I have finished providing the supporting documentation for Diet Claims. What should I do next?,fa0133,Validate Diet Practices
fa0133,I've finished validating diet practices while working on diet claims. What should I do next?,fa0113,Obtain Third-Party Certification
fa0113,I've finished obtaining third-party certification for the diet claims. What should I do next?,fa010,End
fa0141,I've finished defining Living Conditions Claims while working on Living or Raising Conditions Claims. What should I do next?,fa0112,Provide Supporting Documentation
fa0112,"""I've completed the 'Provide Supporting Documentation' step for Living or Raising Conditions Claims. What should I do next?""",fa0113,Obtain Third-Party Certification
fa0113,I've finished obtaining third-party certification for living or raising conditions claims. What should I do next?,fa010,End
fa0151,I've finished defining Negative Antibiotics Use Claims. What should I do next?,fa0112,Provide Supporting Documentation
fa0112,"""I've finished providing supporting documentation for the negative antibiotics use claims. What should I do next?""",fa0113,Obtain Third-Party Certification
fa0113,I've completed the step of obtaining third-party certification for the Negative Antibiotics Use Claims project. What should I do next?,fa010,End
fa0161,I've finished defining environment-related claims. What should I do next?,fa0112,Provide Supporting Documentation
fa0112,I've finished providing the supporting documentation for the environment-related claims. What should I do next?,fa0113,Obtain Third-Party Certification
fa0113,I've completed the process of obtaining third-party certification for environment-related claims. What should I do next?,fa010,End
fa0211,"I've completed the ""Confirm Producer History"" stage of the Livestock and Poultry Residue Prevention Workflow. What should my next step be?",fa0212,Purchase Animals Free of Violative Residues
fa0212,I've completed the task of purchasing animals free of violative residues in the Livestock and Poultry Residue Prevention Workflow. What steps should I take next?,fa0213,Ensure Animal Identification
fa0213,"I've completed the ""Ensure Animal Identification"" step in the Livestock and Poultry Residue Prevention Workflow. What should I do next?",fa0214,Provide Producer Information to FSIS
fa0214,I've finished providing producer information to FSIS as part of the Livestock and Poultry Residue Prevention Workflow. What should I do next?,fa0215,Notify Producers of Detected Residues
fa0215,"I've finished the ""Notify Producers of Detected Residues"" task in the Livestock and Poultry Residue Prevention Workflow. What should I do next?",fa020,End
fa0221,I've completed the task of obtaining supporting documentation for HACCP System Controls related to historic residue violations. What should be my next step?,fa0222,Establish a Critical Control Point (CCP)
fa0222,I've established a Critical Control Point (CCP) while working on HACCP System Controls for Historic Residue Violations. What should I do next?,fa0223,Perform Residue Testing
fa0223,I've completed the residue testing as part of the HACCP System Controls for Historic Residue Violations. What should I do next?,fa0224,Apply Corrective Actions for Violative Residues
fa0224,I've completed the task of applying corrective actions for violative residues while working on HACCP System Controls for historic residue violations. What should I do next?,fa020,End
fa0231,I've finished identifying the residue testing methodology for the Residue Testing Considerations project. What should I do next?,fa0232,Conduct Validation and Ongoing Verification
fa0232,"While working on Residue Testing Considerations, I have completed Conduct Validation and Ongoing Verification. What should I do next?",fa0233,Implement Live or Post-Mortem Testing
fa0233,"""I've finished implementing live or post-mortem testing for residue testing considerations. What should I do next?""",fa020,End
fa0241,I've completed the Residue Screening as part of the NSIS Sorting Procedures. What should I do next?,fa0242,Dispose of Animals with Violative Residues
fa0242,I've finished the task of disposing of animals with violative residues in the NSIS sorting procedures. What should I do next?,fa0243,Document Residue Testing Results
fa0243,I've finished the Document Residue Testing Results for the NSIS Sorting Procedures. What should I do next?,fa020,End
fa0311,I've completed the classroom training for Poultry Sorting and Inspection. What should I do next?,fa0312,Implement Wet Lab Training
fa0312,I have completed the Wet Lab Training for Poultry Sorting and Inspection. What should I do next?,fa0313,Perform On-the-Job Training
fa0313,I have completed the on-the-job training for Poultry Sorting and Inspection. What should I do next?,fa0314,Monitor Sorting Performance
fa0314,"Having completed the task of monitoring sorting performance in poultry sorting and inspection, what should I do next?",fa0315,Carcass Disposition Decision
fa0315,I've completed the Carcass Disposition Decision while working on Poultry Sorting and Inspection. What should I do next?,fa030,End
fa0321,"""I've completed the task of identifying disease conditions in my work on disease condition evaluation. What should I do next?""",fa0322,Localized Trimming for Tumors
fa0322,I've finished localized trimming for tumors in the Disease Condition Evaluation project. What should I work on next?,fa0323,Generalized Disease Disposal
fa0323,"""I have completed the Generalized Disease Disposal task while working on Disease Condition Evaluation. What should I do next?""",fa0324,Train Inspectors for Disease Identification
fa0324,"""I have finished training inspectors for disease identification as part of the Disease Condition Evaluation. What should I do next?""",fa030,End
fa0331,I've finished implementing the sorting procedures for meat quality control. What should I do next?,fa0332,Localized Condition Handling
fa0332,"Having completed Localized Condition Handling in Meat Quality Control, what should I focus on next?",fa0323,Generalized Disease Disposal
fa0323,I've finished the Generalized Disease Disposal task while working on Meat Quality Control. What should I do next?,fa0315,Carcass Disposition Decision
fa0315,What should I do next after completing the Carcass Disposition Decision in Meat Quality Control?,fa030,End
fa0411,"I've completed the task of identifying products eligible for donation in the project on donating meat, poultry, and egg products. What should I do next?",fa0412,Verify Product Condition
fa0412,"I have finished verifying the condition of the meat, poultry, and egg products for donation. What should I do next?",fa0413,Label Products for Donation
fa0413,"Having completed labeling products for donation, what should I do next while working on donating meat, poultry, and egg products?",fa0414,Ship Products Safely
fa0414,"I've finished working on the section about shipping products safely for the Donating Meat, Poultry, and Egg Products project. What should I focus on next?",fa040,End
fa0412,I've finished verifying the condition of the donated products. What should I do next?,fa0422,Repackage and Label Products
fa0422,I've finished repackaging and labeling donated products. What should I do next?,fa0414,Ship Products Safely
fa0414,I've finished the task of shipping products safely while working on receiving donated products. What should I do next?,fa0424,Distribute to Consumers
fa0424,I've finished distributing donated products to consumers while working in the receiving department. What should I do next?,fa040,End
fa0431,I've finished understanding liability protection while working on managing liability for donated products. What should I do next?,fa0432,Ensure Good Faith Compliance
fa0432,I have finished working on the section about ensuring good faith compliance for managing liability for donated products. What should I do next?,fa0433,Educate Donors and Recipients
fa0433,I've finished the section on educating donors and recipients for the Managing Liability for Donated Products project. What should I work on next?,fa040,End
fa0511,I've finished drafting the Purpose Statement for the Retained Water Protocol Development. What should I do next?,fa0512,Describe Washing and Chilling Systems
fa0512,I've completed the section on describing washing and chilling systems for the Retained Water Protocol Development. What should I work on next?,fa0513,Detail Chiller System Configurations
