NodeID5,Question,NodeID6,Groundtruth
fa0111,I encountered an issue with the FSIS Guideline on Substantiating Animal-Raising or Environment-Related Labeling Claims. I've already completed the section on defining animal welfare claims. What should I do next?,fa0112,Provide Supporting Documentation
fa0112,I've been working on animal welfare claims related to the FSIS Guideline on Substantiating Animal-Raising or Environment-Related Labeling Claims. I've completed the step of providing supporting documentation. What should I do next?,fa0113,Obtain Third-Party Certification
fa0113,I've encountered a problem with the FSIS Guideline on substantiating animal-raising or environment-related labeling claims. I'm working on animal welfare claims and have completed the step of obtaining third-party certification. What should I do next?,fa010,End
fa0121,I've encountered an issue related to the FSIS Guideline on Substantiating Animal-Raising or Environment-Related Labeling Claims. I've finished defining the Breed Claims. What should I do next?,fa0112,Provide Supporting Documentation
fa0112,"I've been working on Breed Claims and have finished providing the supporting documentation. According to the FSIS Guideline on Substantiating Animal-Raising or Environment-Related Labeling Claims, what should I do next?",fa0123,Verify with Breed Organization or AMS
fa0123,I've been working on substantiating breed claims according to the FSIS Guideline on Animal-Raising or Environment-Related Labeling Claims. I've already completed the verification with the breed organization or AMS. What should I do next?,fa010,End
fa0131,"I've come across an issue regarding the FSIS Guideline on Substantiating Animal-Raising or Environment-Related Labeling Claims. While working on diet claims, I've finished defining them. What should I do next?",fa0112,Provide Supporting Documentation
fa0112,"I've encountered an issue with the FSIS Guideline on Substantiating Animal-Raising or Environment-Related Labeling Claims. After completing the section on providing supporting documentation for diet claims, what should I do next?",fa0133,Validate Diet Practices
fa0133,I've been working on Diet Claims in relation to the FSIS Guideline on Substantiating Animal-Raising or Environment-Related Labeling Claims. I've already completed the step of validating diet practices. What should I do next?,fa0113,Obtain Third-Party Certification
fa0113,I encountered an issue with the FSIS Guideline on Substantiating Animal-Raising or Environment-Related Labeling Claims. I've already completed the step of obtaining third-party certification for diet claims. What should I do next?,fa010,End
fa0141,I've been working on animal-raising or environment-related labeling claims as per the FSIS guideline. I've already completed the section on defining living conditions claims. What should be my next step?,fa0112,Provide Supporting Documentation
fa0112,"""I encountered a problem related to the FSIS Guideline on Substantiating Animal-Raising or Environment-Related Labeling Claims. While working on claims about living or raising conditions, I have completed providing the supporting documentation. What should I do next?""",fa0113,Obtain Third-Party Certification
fa0113,I've been working on animal-raising or environment-related labeling claims as per the FSIS guidelines and have completed the step of obtaining third-party certification for living or raising conditions claims. What should I do next?,fa010,End
fa0151,I've encountered an issue with the FSIS Guideline on substantiating animal-raising or environment-related labeling claims. I've already defined the negative antibiotics use claims. What should I do next?,fa0112,Provide Supporting Documentation
fa0112,"I encountered a problem with the FSIS Guideline on Substantiating Animal-Raising or Environment-Related Labeling Claims. While working on Negative Antibiotics Use Claims, I have completed the section on providing supporting documentation. What should I do next?",fa0113,Obtain Third-Party Certification
fa0113,"I encountered a problem with the FSIS Guideline on Substantiating Animal-Raising or Environment-Related Labeling Claims. While working on negative antibiotic use claims, I have completed obtaining third-party certification. What should I do next?",fa010,End
fa0161,I've been working with the FSIS Guideline on Substantiating Animal-Raising or Environment-Related Labeling Claims. I've already defined the environment-related claims. What should I do next?,fa0112,Provide Supporting Documentation
fa0112,I ran into an issue with the FSIS Guideline on substantiating animal-raising or environment-related labeling claims. I've already completed the step on providing supporting documentation for environment-related claims. What should I do next?,fa0113,Obtain Third-Party Certification
fa0113,I've been working on Environment-Related Claims in accordance with the FSIS Guideline on Substantiating Animal-Raising or Environment-Related Labeling Claims. I've already completed the step of obtaining third-party certification. What should I do next?,fa010,End
fa0211,"I've encountered an issue regarding the FSIS Guideline for Residue Prevention. While working through the Livestock and Poultry Residue Prevention Workflow, I've completed the step to confirm producer history. What should I do next?",fa0212,Purchase Animals Free of Violative Residues
fa0212,I've been working on the Livestock and Poultry Residue Prevention Workflow according to the FSIS Guideline for Residue Prevention. I've already completed the step of purchasing animals free of violative residues. What should I do next?,fa0213,Ensure Animal Identification
fa0213,I encountered an issue with the FSIS Guideline for Residue Prevention while working on the Livestock and Poultry Residue Prevention Workflow. I have already completed the step for ensuring animal identification. What should I do next?,fa0214,Provide Producer Information to FSIS
fa0214,I've run into an issue with the FSIS Guideline for Residue Prevention. I'm currently working on the Livestock and Poultry Residue Prevention Workflow and have just finished providing producer information to FSIS. What should be my next step?,fa0215,Notify Producers of Detected Residues
fa0215,"I've encountered an issue with the FSIS Guideline for Residue Prevention. In working through the Livestock and Poultry Residue Prevention Workflow, I've already notified producers of detected residues. What should I do next?",fa020,End
fa0221,"I've run into an issue concerning the FSIS Guideline for Residue Prevention. While working on HACCP System Controls for historic residue violations, I've already completed the step of obtaining supporting documentation. What should I do next?",fa0222,Establish a Critical Control Point (CCP)
fa0222,I've been working on a HACCP system to address historic residue violations and have established a Critical Control Point (CCP). What steps should I take next according to the FSIS Guideline for Residue Prevention?,fa0223,Perform Residue Testing
fa0223,"""I encountered a problem with the FSIS Guideline for Residue Prevention while working on HACCP system controls for historic residue violations. I have already completed the residue testing. What should I do next?""",fa0224,Apply Corrective Actions for Violative Residues
fa0224,I've been working on the HACCP System Controls for Historic Residue Violations and have just finished applying corrective actions for violative residues. What steps should I take next according to the FSIS Guideline for Residue Prevention?,fa020,End
fa0231,I've encountered an issue regarding the FSIS Guideline for Residue Prevention. I've completed the step of identifying the residue testing methodology. What should I do next?,fa0232,Conduct Validation and Ongoing Verification
fa0232,"I've encountered an issue with the FSIS Guideline for Residue Prevention. In the section on Residue Testing Considerations, I've already completed the Conduct Validation and Ongoing Verification steps. What should I do next?",fa0233,Implement Live or Post-Mortem Testing
fa0233,I've been working on the FSIS Guideline for Residue Prevention and have completed the section on implementing live or post-mortem testing for residue testing considerations. What should I focus on next?,fa020,End
fa0241,"I've encountered an issue with the FSIS Guideline for Residue Prevention. After completing the residue screening as part of the NSIS sorting procedures, what steps should I take next?",fa0242,Dispose of Animals with Violative Residues
fa0242,"I've come across an issue regarding the FSIS Guideline for Residue Prevention. While working on NSIS sorting procedures, I've already completed the disposal of animals with violative residues. What should I do next?",fa0243,Document Residue Testing Results
fa0243,"I've encountered an issue with the FSIS Guideline for Residue Prevention. After completing the document on residue testing results while working on the NSIS sorting procedures, what steps should I take next?",fa020,End
fa0311,I've completed the classroom training for Poultry Sorting and Inspection as part of the FSIS Guideline for Training Establishment Carcass Sorters in the New Poultry Inspection System (NPIS). What should I do next?,fa0312,Implement Wet Lab Training
fa0312,I've encountered an issue related to the FSIS Guideline for Training Establishment Carcass Sorters in the New Poultry Inspection System (NPIS). I've completed the Wet Lab Training for Poultry Sorting and Inspection. What should my next step be?,fa0313,Perform On-the-Job Training
fa0313,I've completed the on-the-job training for Poultry Sorting and Inspection according to the FSIS Guideline for Training Establishment Carcass Sorters in the New Poultry Inspection System (NPIS). What should my next step be?,fa0314,Monitor Sorting Performance
